TOPIC	DOCUMENT	UNIQUE#	COSINE_VALUE
352	FT911-3246	1	0.20635501613870869
352	FT911-4701	2	0.17646024840664093
352	FT911-437	3	0.1539351678703274
352	FT911-3618	4	0.14210491916124837
352	FT911-3866	5	0.1353021867994525
352	FT911-1087	6	0.13333236982072227
352	FT911-3772	7	0.12440423369143476
352	FT911-2267	8	0.12333332934579527
352	FT911-1174	9	0.11162843261480475
352	FT911-5179	10	0.11015179726268842
352	FT911-4818	11	0.10951174362091866
352	FT911-2332	12	0.10747976364111637
352	FT911-3886	13	0.10733321388174126
352	FT911-91	14	0.1038709328701866
352	FT911-2549	15	0.10279790024845328
352	FT911-4606	16	0.1026244929389025
352	FT911-1582	17	0.10104833252378002
352	FT911-1668	18	0.09815562248334216
352	FT911-3053	19	0.09730021067684835
352	FT911-2510	20	0.09643520594875925
352	FT911-2751	21	0.09440903883725288
352	FT911-3858	22	0.09031199773348413
352	FT911-3710	23	0.08970673788917756
352	FT911-1674	24	0.08707252363626239
352	FT911-5072	25	0.0860848522547907
352	FT911-2046	26	0.08471791687650759
352	FT911-4339	27	0.08467039139325996
352	FT911-4687	28	0.08397939318740416
352	FT911-5027	29	0.0838126022863013
352	FT911-417	30	0.08367836205565823
352	FT911-1563	31	0.0821654695959332
352	FT911-3106	32	0.0798885380093656
352	FT911-2002	33	0.07864547454844902
352	FT911-1768	34	0.07850595746188332
352	FT911-2222	35	0.07777589466645989
352	FT911-3387	36	0.07776430161671727
352	FT911-2599	37	0.07656027528539915
352	FT911-3673	38	0.07639700929445753
352	FT911-2138	39	0.07579046341727118
352	FT911-3651	40	0.07571556530860735
352	FT911-2581	41	0.07569075437234057
352	FT911-2154	42	0.07548463542839912
352	FT911-1888	43	0.07514279680299295
352	FT911-5096	44	0.0741448125459972
352	FT911-4769	45	0.07324360087940741
352	FT911-2281	46	0.07296090561778569
352	FT911-1872	47	0.07290333525830765
352	FT911-413	48	0.07185686137290091
352	FT911-3132	49	0.07181743916516461
352	FT911-4033	50	0.06976504047568274
352	FT911-259	51	0.06949170011390988
352	FT911-5356	52	0.06897317197813894
352	FT911-519	53	0.06868001169004355
352	FT911-3370	54	0.06843057885593865
352	FT911-2832	55	0.06795126412337255
